id,title,rating,description,Independent Movies,Anime Features,TV Dramas,Stand-Up Comedy,Romantic Movies,Anime Series,Action & Adventure,Movies,International Movies,Stand-Up Comedy & Talk Shows,Sports Movies,LGBTQ Movies,TV Horror,TV Thrillers,Reality TV,Sci-Fi & Fantasy,Crime TV Shows,Docuseries,TV Mysteries,British TV Shows,Dramas,Kids' TV,Korean TV Shows,Romantic TV Shows,TV Comedies,Teen TV Shows,Cult Movies,Science & Nature TV,Documentaries,Music & Musicals,Thrillers,TV Sci-Fi & Fantasy,International TV Shows,TV Shows,TV Action & Adventure,Horror Movies,Spanish-Language TV Shows,Faith & Spirituality,Classic & Cult TV,Comedies,Classic Movies,Children & Family Movies
s1173,Loyiso Gola: Unlearning,TV-MA,south african comedian loyiso gola serv filterfre humor riff race ident polit school prank gone embarrassingli wrong,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1174,Men on a Mission,TV-14,male celeb play makebeliev high schooler welcom star transfer student everi week engag battl witti humor slapstick,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1175,Navillera,TV-14,70yearold dream 23yearold gift lift harsh realiti rise challeng becom ballerino,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1176,Philomena,PG-13,kindheart irishwoman team acerb journalist find son forc give adopt 50 year ago,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1177,Any Crybabies Around?,TV-MA,immatur young father akita becom outcast commun media incid two year later return ineptli tri make amend,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1178,Hospital,TV-MA,abandon hospit tainan visitor seek commun rel spirit haunt disturb supernatur occurr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
s1179,Jiu Jitsu,R,defeat celebr war hero ancient order fighter battl power space invad fate human hang balanc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1180,Mighty Morphin Power Rangers,TV-Y7,five averag teen chosen intergalact wizard becom power ranger must use new power fight evil rita repulsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1181,Alien TV,TV-Y7,alien report ixbe pixbe squee travel love odd planet call earth attempt make sens human hobbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1182,Country Comfort,TV-PG,hit skid career aspir countri singer find new life nanni handsom widow five charm children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1183,Formula 1: Drive to Survive,TV-MA,driver manag team owner live life fast lane track one cutthroat season formula 1 race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1184,Reframe THEATER EXPERIENCE with you,TV-G,perfum refram 2019 concert perform great effect newli reconstruct line cube shibuya recreat hightech concert film,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s1185,The Yin Yang Master,TV-14,feud erupt realm yin yang master qing ming team disgrac guard yuan boya vanquish demon threat conspiraci loom,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1186,Who's the Boss,TV-MA,young overwork ad execut overbear boss start side hustl invent employ busi begin flourish,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1187,B: The Beginning,TV-MA,geniu investig keith flick rejoin royal polic forc serial killer b emerg mysteri youth koku may alli target,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1188,Deadly Illusions,R,bestsel novelist suffer writer block hire new nanni children line fiction realiti start blur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1189,Get the Goat,TV-14,two hapless cop find head cross path danger crimin search celestina belov goat mascot,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1190,Nate Bargatze: The Greatest Average American,TV-G,nate bargatz touch zoom comedi show lose phone hotel breakfast fail anim caddi new math much special,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1191,Skylines,R,mysteri alien viru begin endang human elit team soldier launch space end threat good,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1192,The Fluffy Movie,PG-13,comedian gabriel iglesia take stage san jose california standup perform featur wild stori even wilder imperson,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1193,The Present,TV-MA,yusuf daughter set buy wife anniversari gift gestur demand much patienc negoti skill west bank,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1194,Wave of Cinema: 90's Generation,TV-PG,walk memori lane experi soundtrack belov film generasi 90an melankolia nostalg perform,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s1195,Catch.er,TV-14,man becom prime suspect wife murder polic investig soon widen potenti culprit hidden motiv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1196,Operation Varsity Blues: The College Admissions Scandal,R,reenact drive documentari investig mastermind behind scam get kid rich famou famili top us univers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s1197,Under Suspicion: Uncovering the Wesphael Case,TV-14,docuseri follow highprofil case belgian politician bernard wesphael accus murder wife 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1198,Get on Up,PG-13,music legend jame brown make turbul journey humbl origin superstardom godfath soul biopic star chadwick boseman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s1199,RebellComedy: Straight Outta the Zoo,TV-MA,comic rebellcomedi take stage tackl mistaken ident geriatr influenc flaw percept anim,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1200,Savages,R,help shadi dea agent two weed entrepreneur take merciless cartel leader want busi kidnap lover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1201,Waffles + Mochi,TV-Y,curiou puppet pal waffl mochi travel world explor wonder food cultur learn cook fresh ingredi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1202,Abla Fahita: Drama Queen,TV-14,fals incrimin abla fahita separ kid selfindulg diva stop noth redeem reunit famili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1203,C/O Kaadhal,TV-14,cut across convent expect four brave love stori blossom tamil remak 2018 telugu film care kancharapalem,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1204,The BFG,PG,littl orphan meet kind giant who suppos eat instead protect truli horribl giant terror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s1205,The Last Blockbuster,TV-14,nostalg documentari reveal real stori blockbust demis one last locat oregon keep spirit bygon era aliv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s1206,The Lost Pirate Kingdom,TV-MA,reallif pirat caribbean violent plunder world rich form surprisingli egalitarian republ documentari seri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s1207,Zero Chill,TV-G,talent teen figur skater kayla forc leav everyth behind famili follow twin brother mac prestigi hockey academi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1208,Audrey,TV-14,intim portrait legendari hollywood actress fashion icon humanitarian audrey hepburn stood love els,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s1209,Çarsi Pazar,TV-MA,slacker owner public bath hous ralli commun save big develop come town close open new mall,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1210,Just In Time,TV-G,meticul clerk bookstor shutter suddenli find take care cousin witti 11yearold daughter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1211,Love Alarm,TV-MA,world app alert peopl someon vicin like kim jojo experi young love cope person advers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1212,Mucize,TV-14,sent away famili remot mountain town teacher mahir help villag build school inspir path hope,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1213,Paper Lives,TV-MA,street istanbul ail wast warehous worker mehmet take small boy wing must soon confront traumat childhood,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1214,Paradise PD,TV-MA,eager young rooki join ragtag smalltown polic forc led dad bumbl squabbl snort way big drug case,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1215,Quiet,TV-MA,live three chilean teenag misfit converg tri find place unequ societi hiphop last friendship,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s1216,Romantik Komedi,TV-MA,bore life inspir friend wed esra quit job dump boyfriend lead seri romant misadventur,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1217,Romantik Komedi 2: Bekarlığa Veda,TV-MA,didem tri everyth get actor cem propos he got thing mind beauti new costar secret bachelor parti,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1218,The One,TV-MA,love lie spiral dna research help discov way find perfect partner creat bold new matchmak servic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1219,YES DAY,PG,mom dad usual say decid say ye kid wildest request ground rule whirlwind day fun adventur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
s1220,You're Everything To Me,TV-PG,old fling show infant child dalli manchild must take role father creat fairytal world daughter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1221,Coven of Sisters,TV-MA,basqu countri 1609 postpon execut group women accus witchcraft lure inquisitor wit witch sabbath,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1222,Generasi 90an: Melankolia,TV-14,devast loss love one abbi form bond sister best friend struggl move,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1223,The Block Island Sound,TV-MA,island fisherman famili face horror dark truth omin forc begin kill wildlif put live danger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
s1224,Dealer,TV-MA,tension erupt two filmmak infiltr area rule gang shoot music video rapper gritti foundfootag seri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
s1225,Last Chance U: Basketball,TV-MA,last chanc u hit hardwood east lo angel coach strong convict lead young men hope fulfil major colleg potenti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1226,Marriage or Mortgage,TV-G,wed planner real estat agent compet win heart budget spousestob pick fairytal nuptial dream home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1227,The Houseboat,TV-14,plenti passion littl knowhow two musician undertak daunt project turn late singer houseboat creativ music space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1228,Bombay Begums,TV-MA,boardroom societi margin five ambiti women variou walk life navig dream desir disappoint modern mumbai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1229,Bombay Rose,PG-13,amidst bustl magnet multifacet citi bud love two dreamer test,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1230,My Way,TV-14,1970 aspir singer struggl prove face challeng pose strict upbring romant choic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1231,Aelay,TV-14,son stoical return villag upon father death recal chilli dynam bizarr event disrupt visit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1232,City of Ghosts,TV-Y7,meet ghost club adventur take around lo angel interview ghost solv problem learn citi histori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1233,Dogwashers,TV-MA,narco past prime refus pay debt upstart secret stash money save men guess garden found,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1234,Fate of Alakada,TV-14,fake way situat social media influenc pose event planner task throw extravag starstud bash,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1235,Nevenka: Breaking the Silence,TV-MA,nevenka fernández plaintiff spain first success lawsuit politician sexual harass break silenc 20 year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
s1236,Pokémon Journeys: The Series,TV-Y7,young trainer ash new friend goh becom research fellow professor ceris laboratori travel world learn pokémon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s1237,Sentinelle,TV-MA,transfer home traumat combat mission highli train french soldier use lethal skill hunt man hurt sister,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1238,Mariposa,TV-14,new student acha fall iqbal highachiev student who torn love famili pressur,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1239,Pacific Rim: The Black,TV-14,kaiju ravag australia two sibl pilot jaeger search parent encount new creatur seedi charact chanc alli,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1240,Parker,R,parker thief scrupl crew doublecross parker team unlik partner even score,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1241,Safe Haven,PG-13,mysteri woman arriv small north carolina town begin new life remain haunt terrifi secret,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1242,Moxie,PG-13,inspir mom rebelli past confid new friend shi 16yearold publish anonym zine call sexism school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
s1243,Murder Among the Mormons,TV-14,highstak exploit turn deadli shake global church core extraordinari true crime stori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1244,Black or White,PG-13,widow lawyer struggl retain custodi biraci granddaught girl patern grandmoth question compet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1245,Indoo Ki Jawani,TV-14,spirit naiv young woman seek onenight stand discov date real ident thing quickli go casual complic,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1246,Word Party,TV-Y,meet bailey franni kip lulu theyr ador babi anim want join parti help learn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1247,A Perfect Day For Arsenide,TV-MA,eclect group peopl encount zani situat antholog surreal offbeat tale hong kong base mr pizza hit novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
s1248,Banyuki,TV-PG,stage perform film big screen innoc man seek reveng break free prison held ten year,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1249,Biggie: I Got a Story to Tell,R,featur rare footag indepth interview documentari celebr life notori big journey hustler rap king,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s1250,Blanche Gardin: The All-Nighter,TV-MA,selfdeprec humor french comic blanch gardin offer streamofconsci observ environment gender relat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1251,Connected,TV-G,argentin dj hernán cattáneo known hous music innov invit symphon orchestra fournight run bueno air teatro colón,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s1252,Dances with Wolves,PG-13,frontier civil war soldier bond sioux tribe adapt way life becom alli amid grow threat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s1253,How to Be Really Bad,TV-14,devil sassi bore daughter make deal dad turn good person evil get ditch hell stay earth,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1254,LEGO Marvel Spider-Man: Vexed by Venom,TV-Y,green goblin venom team disastr scheme spiderman call wallcrawl alli must reli spidey sens stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
s1255,Rain Man,R,motiv money selfish workahol seek piec late father inherit take lifechang road trip estrang brother,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s1256,Seven Souls in the Skull Castle 2011,TV-14,cinemat distil electrifi stage perform seven spirit soul take dark threat grow shadowi skull castl,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1257,Tenacious D in The Pick of Destiny,R,dream rock god midwestern jb head california cross path idler kg give rise music duo tenaci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
s1258,TIGER & BUNNY,TV-14,altern new york citi protect band superhero call next veteran wild tiger forc team rooki barnabi brook jr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s1259,Bigfoot Family,TV-Y7,bigfoot big deal goe miss shi techsavvi teen son must take evil ceo save famili wildlif preserv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
s1260,Captain Fantastic,R,father rais children grid begin question antiestablish utopian view tragic loss pull back societi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1261,Crazy About Her,TV-MA,spend wild night togeth adri discov way see carla becom patient psychiatr center resid,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1262,Fuga,TV-MA,struggl music student discov tri complet unfinish symphoni begun famou compos whose career end past trauma,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1263,Ginny & Georgia - The Afterparty,TV-MA,cast member hit netflix show join host unpack drama season 1 cristela alonzo offer tip new kid school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1264,No Escape,R,soon reloc southeast asia american famili land midst violent coup could cost live,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1265,Our Idiot Brother,R,seemingli clueless idealist reli exasper sister shelter support girlfriend dump dog taken away,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1266,The Girl on the Train,TV-MA,troubl divorcé fixat seemingli ideal coupl afar shock observ send spiral straight knotti murder case,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1267,Tony Manero,TV-MA,amid violenc pinochet reign 1978 chile emot dead raúl find escap obsess protagonist saturday night fever,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1268,Who Am I,TV-MA,compatriot murder russian gangster hacker confess histori elit fameseek group europol investig,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1269,El final del paraíso,TV-MA,colombia dea new director target gang dealer push power drug contend enemi possess deep network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
s1270,Geez & Ann,TV-PG,fall geez heartthrob school ann must confront famili opposit heartach decept romanc struggl,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1271,Sin senos sí hay paraíso,TV-MA,born small town control mafia irat young woman seek reveng forc tore apart wrong imprison famili,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
s1272,The Last Bastion,TV-MA,robl famili born rais america experi high low revolutionari drive peru independ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
